Benchmark,Hits-dl1-0,Hits-dl1-1,Hits-dl1-2,Hits-dl1-3,Hits-il1-0,Hits-il1-1,Hits-il1-2,Hits-il1-3,Hits-l2-0,Hits-l2-1,Hits-l2-2,Hits-l2-3,Hits-mod-mm-0,Hits-l3-0,Hits-data-dl1-0,Hits-data-dl1-1,Hits-data-dl1-2,Hits-data-dl1-3,Hits-data-il1-0,Hits-data-il1-1,Hits-data-il1-2,Hits-data-il1-3,Hits-data-l2-0,Hits-data-l2-1,Hits-data-l2-2,Hits-data-l2-3,Hits-data-mod-mm-0,Hits-data-l3-0,Hits-instructions-dl1-0,Hits-instructions-dl1-1,Hits-instructions-dl1-2,Hits-instructions-dl1-3,Hits-instructions-il1-0,Hits-instructions-il1-1,Hits-instructions-il1-2,Hits-instructions-il1-3,Hits-instructions-l2-0,Hits-instructions-l2-1,Hits-instructions-l2-2,Hits-instructions-l2-3,Hits-instructions-mod-mm-0,Hits-instructions-l3-0,Misses-dl1-0,Misses-dl1-1,Misses-dl1-2,Misses-dl1-3,Misses-il1-0,Misses-il1-1,Misses-il1-2,Misses-il1-3,Misses-l2-0,Misses-l2-1,Misses-l2-2,Misses-l2-3,Misses-mod-mm-0,Misses-l3-0,Misses-data-dl1-0,Misses-data-dl1-1,Misses-data-dl1-2,Misses-data-dl1-3,Misses-data-il1-0,Misses-data-il1-1,Misses-data-il1-2,Misses-data-il1-3,Misses-data-l2-0,Misses-data-l2-1,Misses-data-l2-2,Misses-data-l2-3,Misses-data-mod-mm-0,Misses-data-l3-0,Misses-instructions-dl1-0,Misses-instructions-dl1-1,Misses-instructions-dl1-2,Misses-instructions-dl1-3,Misses-instructions-il1-0,Misses-instructions-il1-1,Misses-instructions-il1-2,Misses-instructions-il1-3,Misses-instructions-l2-0,Misses-instructions-l2-1,Misses-instructions-l2-2,Misses-instructions-l2-3,Misses-instructions-mod-mm-0,Misses-instructions-l3-0,Accesses-dl1-0,Accesses-dl1-1,Accesses-dl1-2,Accesses-dl1-3,Accesses-il1-0,Accesses-il1-1,Accesses-il1-2,Accesses-il1-3,Accesses-l2-0,Accesses-l2-1,Accesses-l2-2,Accesses-l2-3,Accesses-mod-mm-0,Accesses-l3-0,Invalids-dl1-0,Invalids-dl1-1,Invalids-dl1-2,Invalids-dl1-3,Invalids-il1-0,Invalids-il1-1,Invalids-il1-2,Invalids-il1-3,Invalids-l2-0,Invalids-l2-1,Invalids-l2-2,Invalids-l2-3,Invalids-mod-mm-0,Invalids-l3-0,Up-down-dl1-0,Up-down-dl1-1,Up-down-dl1-2,Up-down-dl1-3,Up-down-il1-0,Up-down-il1-1,Up-down-il1-2,Up-down-il1-3,Up-down-l2-0,Up-down-l2-1,Up-down-l2-2,Up-down-l2-3,Up-down-mod-mm-0,Up-down-l3-0,Down-up-dl1-0,Down-up-dl1-1,Down-up-dl1-2,Down-up-dl1-3,Down-up-il1-0,Down-up-il1-1,Down-up-il1-2,Down-up-il1-3,Down-up-l2-0,Down-up-l2-1,Down-up-l2-2,Down-up-l2-3,Down-up-mod-mm-0,Down-up-l3-0,Ciclos pen ROB propios,Ciclos de ejecucion,Unnamed: 142
wrf,85312805,0,0,0,64784241,0,0,0,57152,0,0,0,0,183136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934148,0,0,0,33799,0,0,0,2909890,0,0,0,0,2726753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88246953,0,0,0,64818040,0,0,0,2967042,0,0,0,0,2909889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90785031,0,0,0,72471936,0,0,0,3958010,0,0,0,0,3900345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826220732,844108438,
tonto,206433371,0,0,0,131047671,0,0,0,1344640,0,0,0,0,461183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639687,0,0,0,183563,0,0,0,476808,0,0,0,0,15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208073058,0,0,0,131231234,0,0,0,1821448,0,0,0,0,476808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239462607,0,0,0,151871533,0,0,0,1972155,0,0,0,0,493591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50805614,365520844,
GemsFDTD,149911287,0,0,0,92188135,0,0,0,177884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,176723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149912448,0,0,0,92364858,0,0,0,177884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185262214,0,0,0,114140282,0,0,0,220854,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671242,287306818,
namd,213090685,0,0,0,209632985,0,0,0,61998,0,0,0,0,47915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170321,0,0,0,22564,0,0,0,130785,0,0,0,0,82870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213261006,0,0,0,209655549,0,0,0,192783,0,0,0,0,130785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240178446,0,0,0,235566116,0,0,0,216420,0,0,0,0,147179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621076,364154706,
sjeng,226204478,0,0,0,230049024,0,0,0,1141169,0,0,0,0,262414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278925,0,0,0,307680,0,0,0,443072,0,0,0,0,180658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227483403,0,0,0,230356704,0,0,0,1584241,0,0,0,0,443072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247039378,0,0,0,250162539,0,0,0,1715610,0,0,0,0,485163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49824667,489645872,
gcc,183678577,0,0,0,289789980,0,0,0,1999290,0,0,0,0,12134914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14401815,0,0,0,3122195,0,0,0,15506823,0,0,0,0,3371875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198080392,0,0,0,292912175,0,0,0,17506113,0,0,0,0,15506789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215227862,0,0,0,316017283,0,0,0,18766603,0,0,0,0,16193160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568368769,1957179203,
bzip2,245408353,0,0,0,210717389,0,0,0,2861059,0,0,0,0,5016629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981975,0,0,0,72002,0,0,0,5181994,0,0,0,0,165365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253390328,0,0,0,210789391,0,0,0,8043053,0,0,0,0,5181994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279670893,0,0,0,235417089,0,0,0,8816442,0,0,0,0,5631181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215150410,766693892,
zeusmp,210946949,0,0,0,44175370,0,0,0,781597,0,0,0,0,762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263660,0,0,0,49253,0,0,0,4529961,0,0,0,0,3767861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216210609,0,0,0,44224623,0,0,0,5311558,0,0,0,0,4529861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278020039,0,0,0,58683739,0,0,0,8577007,0,0,0,0,7269517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075866454,1010041037,
calculix,168904069,0,0,0,43128346,0,0,0,963507,0,0,0,0,352292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403247,0,0,0,15054,0,0,0,454032,0,0,0,0,101740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170307316,0,0,0,43143400,0,0,0,1417539,0,0,0,0,454032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208026486,0,0,0,64499862,0,0,0,1466389,0,0,0,0,458605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92527630,368902247,
astar,374440297,0,0,0,541425866,0,0,0,6704868,0,0,0,0,3779224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10449726,0,0,0,110501,0,0,0,3787463,0,0,0,0,8239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384890023,0,0,0,541536367,0,0,0,10492331,0,0,0,0,3787463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402130747,0,0,0,566472283,0,0,0,11034049,0,0,0,0,3965642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98724736,859877584,
soplex,149141945,0,0,0,133098309,0,0,0,1551830,0,0,0,0,2872362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4454313,0,0,0,195738,0,0,0,3081420,0,0,0,0,209058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153596258,0,0,0,133294047,0,0,0,4633250,0,0,0,0,3081420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170385754,0,0,0,144374598,0,0,0,4718802,0,0,0,0,3139434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109539896,476556495,
omnetpp,98651011,0,0,0,97868064,0,0,0,60158,0,0,0,0,1671101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514583,0,0,0,271970,0,0,0,1726150,0,0,0,0,55049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100165594,0,0,0,98140034,0,0,0,1786308,0,0,0,0,1726150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116486966,0,0,0,114216660,0,0,0,2043819,0,0,0,0,1972464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84303479,323324455,
leslie3d,193657794,0,0,0,48514644,0,0,0,2802939,0,0,0,0,1510413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9719859,0,0,0,192809,0,0,0,7105964,0,0,0,0,5595408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203377653,0,0,0,48707453,0,0,0,9908903,0,0,0,0,7105821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261000490,0,0,0,64131719,0,0,0,12200461,0,0,0,0,8578837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226783969,1332322252,
perlbench,227723948,0,0,0,254804887,0,0,0,2293374,0,0,0,0,1178297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842412,0,0,0,733834,0,0,0,1276487,0,0,0,0,98190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230566360,0,0,0,255538721,0,0,0,3569861,0,0,0,0,1276487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254770987,0,0,0,282926434,0,0,0,3844696,0,0,0,0,1387240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87398710,507197254,
xalancbmk,183786917,0,0,0,205215969,0,0,0,2067751,0,0,0,0,7012276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814263,0,0,0,3348713,0,0,0,7068227,0,0,0,0,55951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189601180,0,0,0,208564682,0,0,0,9135978,0,0,0,0,7068227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207506421,0,0,0,227938811,0,0,0,10013292,0,0,0,0,7734207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258743091,700163841,
milc,107402709,0,0,0,115539406,0,0,0,44083,0,0,0,0,171980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7813996,0,0,0,68317,0,0,0,7816405,0,0,0,0,7639804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115216705,0,0,0,115607723,0,0,0,7860488,0,0,0,0,7811784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138749230,0,0,0,126926049,0,0,0,9139058,0,0,0,0,9089566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141442387,1316426869,
hmmer,303097781,0,0,0,150220733,0,0,0,354348,0,0,0,0,1214062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555181,0,0,0,27635,0,0,0,1221547,0,0,0,0,7485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304652962,0,0,0,150248368,0,0,0,1575895,0,0,0,0,1221547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334043336,0,0,0,164889680,0,0,0,1728350,0,0,0,0,1340063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65294614,427239460,
gromacs,216662361,0,0,0,135750614,0,0,0,4634680,0,0,0,0,2400936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862265,0,0,0,218749,0,0,0,2431147,0,0,0,0,30211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223524626,0,0,0,135969363,0,0,0,7065827,0,0,0,0,2431147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257662939,0,0,0,156621149,0,0,0,8171873,0,0,0,0,2814632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207205709,571809021,
h264ref,451291561,0,0,0,67583493,0,0,0,873382,0,0,0,0,61068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859483,0,0,0,78715,0,0,0,64722,0,0,0,0,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452151044,0,0,0,67662208,0,0,0,938104,0,0,0,0,64722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535214097,0,0,0,79967621,0,0,0,1102594,0,0,0,0,79297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16469732,872357316,
